cutoff,subsystem,ftype,n_fail_cum,gamma,m1,m1_lo95,m1_hi95,m3,m3_lo95,m3_hi95,max_rhat
2019-08-31,11,1,0,763.8660490251126,3474.224003876017,137.95868636375295,28939.37340642349,7232.531739313098,6.587417558809822e-21,251.9202076010495,1.0026810225932574
2019-08-31,11,2,0,938.0626777361305,4230.660345917644,157.48850539653603,35225.13235540346,8566.9857660856,6.587403118399044e-21,243.6584322018133,1.0026810225932574
2019-08-31,11,6,0,5681.362357516993,25389.6996561705,930.7972300019322,213964.91513396896,43146.978184991516,4.475788614119063e-21,396.1342627177405,1.0026810225932574
2019-08-31,12,1,1,381.096184632256,814.3278425663824,43.25877754425533,5980.506583286577,34.425207919840496,3.085998741551204e-20,60.118252201670224,1.0026810225932574
2019-08-31,12,2,0,285.78051844618125,1327.1871000946796,67.42669530966572,9224.746357521386,3352.3016421960724,2.7592000070759613e-18,378.93686817871645,1.0026810225932574
2019-08-31,12,6,0,1427.7781288732422,6347.081715029113,223.58764222555322,50443.57492398538,12240.069186367879,6.570483025231641e-21,283.86167274600865,1.0026810225932574
2019-08-31,13,1,0,4546.553905592966,19885.859635115325,673.6563319413768,193265.41489953664,34954.453221354765,5.409488988544026e-21,301.51386105113,1.0026810225932574
2019-08-31,13,2,0,2288.179187686339,10409.872050373433,402.3568654625266,82378.8483759975,18568.505231501134,5.696756571558353e-21,212.11211291326725,1.0026810225932574
2019-08-31,13,6,0,27137.184477074396,119581.29825639233,4125.212608603177,987253.1049425532,197459.05099318063,3.2934154741266843e-21,903.1674249211243,1.0026810225932574
2019-08-31,14,1,0,1525.3281910785247,6793.866483149967,270.5085403183083,55124.0552672182,12963.276228397164,6.521385535637669e-21,263.95870025209035,1.0026810225932574
